Patient_ID,Akkermansia,Faecalibacterium,Roseburia,Bifidobacterium,Bacteroides,Prevotella,Ruminococcus,Blautia,Collinsella,Escherichia_Shigella,Coprococcus,Alistipes,Subdoligranulum,Enterococcus,Eubacterium,Parabacteroides,Lactobacillus,Klebsiella,Streptococcus,Eggerthella,Other_Taxa
P04082,2.364,13.976,6.446,5.504,9.478,9.196,6.05,8.494,8.208,2.798,2.26,1.696,1.41,3.128,2.304,1.124,3.528,0.626,1.254,0.08,10.076
P04083,1.458,9.366,7.116,4.108,23.158,4.552,4.08,12.452,2.266,1.924,2.186,3.012,2.382,0.256,0.92,0.36,1.012,0.202,1.274,1.68,16.236
P04084,2.362,8.114,1.04,2.11,27.904,3.938,1.626,12.938,2.176,1.664,4.086,1.288,2.442,0.72,0.822,5.368,1.988,1.502,2.108,0.37,15.434
P04085,,,,,,,,,,,,,,,,,,,,,
P04086,2.074,7.698,2.236,7.61,12.758,4.102,2.152,11.722,1.736,1.39,4.252,3.76,5.52,0.59,4.312,4.298,2.446,0.752,1.424,1.68,17.488
P04087,0.666,11.746,1.972,2.052,20.06,4.968,3.664,7.716,4.096,6.2,5.018,3.566,4.09,0.102,3.452,0.558,1.46,2.11,4.572,0.116,11.816
P04088,0.326,7.728,4.71,4.53,21.578,4.14,7.572,3.79,4.082,2.6,2.098,1.936,1.488,1.682,2.818,2.69,3.414,2.148,0.57,2.244,17.856
P04089,2.216,18.29,7.818,3.936,15.224,5.158,3.364,6.134,0.372,2.54,8.628,1.854,4.248,0.102,1.052,1.604,1.144,0.818,2.132,0.376,12.99
P04090,1.608,10.118,2.742,8.854,14.594,4.284,6.454,4.93,5.874,2.008,2.712,0.23,3.99,2.14,4.252,0.986,2.538,0.412,1.976,1.762,17.536
P04091,5.428,5.054,5.246,4.288,23.002,8.05,1.416,17.042,0.582,3.164,5.652,0.27,1.308,1.886,3.674,0.516,3.28,1.466,1.028,3.016,4.632
P04092,5.97,7.268,3.112,7.884,20.878,6.538,3.504,8.05,3.052,2.07,0.582,2.888,2.428,0.736,0.386,0.862,1.474,1.348,3.172,1.788,16.01
P04093,3.606,6.254,3.92,4.296,15.022,13.19,3.864,11.284,2.034,1.76,3.76,2.916,3.39,0.828,0.12,1.676,0.688,4.212,5.3,1.596,10.284
P04094,,,,,,,,,,,,,,,,,,,,,
P04095,1.372,5.256,1.782,2.688,30.506,7.574,3.17,9.424,3.162,4.124,1.852,6.702,1.836,1.072,0.96,4.26,1.022,0.388,1.002,0.134,11.714
P04096,3.786,4.748,5.33,3.854,16.074,14.066,1.914,8.58,7.872,4.67,1.536,4.572,3.466,5.284,0.144,3.136,1.096,1.076,4.376,0.016,4.404
P04097,3.8243,6.8125,4.9784,0.6921,36.941,11.2509,1.4941,6.9306,2.1482,5.0544,2.4342,1.6361,2.5382,0.8621,1.9862,1.8782,1.5361,0.0,0.9621,0.016,6.0245
P04098,3.742,7.142,7.872,3.706,22.116,12.566,2.092,10.264,1.248,0.202,2.704,2.592,3.474,0.206,3.208,0.976,1.8,0.016,0.34,0.87,12.864
P04099,3.926,7.308,6.454,4.964,14.192,6.542,5.042,9.87,5.4,4.94,1.51,2.136,1.796,0.798,4.038,2.308,1.018,0.968,5.79,0.646,10.354
P04100,0.964,9.938,2.648,2.774,33.136,8.562,1.304,8.446,2.228,2.238,4.956,2.0,1.426,0.144,0.828,1.19,2.134,0.818,2.41,0.016,11.84
P04101,1.532,2.828,3.962,4.188,25.986,8.41,1.264,13.16,3.614,0.504,1.544,0.792,4.418,1.442,0.574,1.414,1.93,1.106,1.808,4.036,15.488
P04102,,,,,,,,,,,,,,,,,,,,,
P04103,8.814,12.754,1.232,7.304,16.74,7.314,6.148,5.592,4.776,0.426,2.942,4.634,1.806,0.424,2.644,1.064,2.412,1.07,1.038,0.284,10.582
P04104,4.674,12.148,5.428,2.436,23.662,6.246,2.79,6.178,2.838,0.47,11.278,1.792,2.272,0.35,0.746,1.47,2.746,0.332,0.38,1.066,10.698
P04105,4.744,8.822,8.528,7.3,18.118,7.014,1.284,5.786,0.912,0.41,6.802,1.82,3.098,5.994,3.646,0.666,2.734,0.368,1.87,0.456,9.628
P04106,3.584,9.492,5.136,4.032,18.002,8.168,5.596,11.376,2.506,0.042,1.376,2.97,3.314,0.962,1.212,3.52,4.194,0.378,0.864,0.0,13.276
P04107,3.788,3.908,4.102,2.186,26.132,15.942,1.756,6.048,1.038,2.532,2.188,2.616,2.972,2.398,1.428,5.03,2.012,0.292,0.766,0.036,12.83
P04108,0.71,1.626,5.254,2.488,23.126,5.604,1.956,19.8,2.23,1.574,3.902,2.068,2.416,1.998,3.352,2.692,3.04,0.368,1.426,1.336,13.034
P04109,1.408,13.528,3.482,5.104,23.576,5.842,11.776,7.06,1.348,2.75,2.232,2.5,2.232,2.008,0.6,0.666,0.446,0.14,2.434,0.88,9.988
P04110,2.356,11.188,6.252,3.932,15.81,7.586,4.658,10.538,1.014,1.794,0.494,0.9,10.342,0.082,1.546,0.966,0.984,0.21,2.872,1.378,15.098
P04111,4.2981,12.3402,5.4401,8.9722,22.6165,4.9981,1.544,4.6281,1.078,0.378,2.484,3.5061,2.7861,0.252,3.6921,0.556,2.086,2.6441,0.812,0.0,14.8883
P04112,3.282,3.802,2.134,3.436,19.986,10.482,3.238,3.41,3.098,5.178,1.226,11.774,1.398,1.356,2.658,0.858,2.25,0.214,3.766,1.816,14.638
P04113,2.198,7.138,5.048,5.554,27.166,2.91,3.828,9.866,2.042,1.044,2.452,4.018,1.914,1.586,2.114,1.322,0.458,0.724,2.444,3.666,12.508
P04114,1.768,6.628,6.512,5.442,27.326,10.808,4.136,7.392,0.176,2.252,2.288,4.062,2.694,0.434,2.392,2.232,1.38,0.75,0.936,0.632,9.76
P04115,0.872,11.326,1.798,3.146,20.206,8.6,3.114,12.046,6.892,0.854,2.46,2.92,1.328,0.626,4.764,2.2,0.77,0.966,2.566,0.946,11.6
P04116,1.462,14.106,2.686,3.462,15.804,4.484,2.854,17.1,3.802,1.986,3.718,1.816,1.134,2.338,2.072,0.66,0.796,0.182,2.078,0.37,17.09
P04117,3.422,8.376,2.272,4.94,12.588,6.754,10.29,7.09,2.348,3.042,1.142,0.678,3.326,1.824,0.754,1.302,3.478,2.722,1.574,2.994,19.084
P04118,3.624,11.512,2.718,9.186,20.084,8.214,3.242,7.812,1.756,0.632,2.336,2.908,2.122,0.126,3.512,4.908,2.416,0.472,1.006,0.358,11.056
P04119,2.77,8.716,4.732,2.562,19.888,3.04,6.454,20.712,8.598,0.572,1.876,1.406,2.776,0.566,2.218,2.1,1.374,0.344,2.164,0.758,6.374
P04120,2.14,13.13,4.548,5.164,21.778,3.628,5.212,3.274,1.638,0.568,1.478,5.81,1.106,3.126,2.372,2.834,3.428,0.418,1.276,3.066,14.006
P04121,1.784,5.76,3.112,6.718,32.108,1.992,1.264,9.746,0.19,0.478,2.208,5.652,1.344,0.278,0.684,2.022,3.71,0.264,4.53,1.118,15.038
P04122,4.706,17.622,5.812,2.924,13.352,6.886,1.774,11.454,1.936,0.132,1.632,0.882,3.3,2.228,1.416,1.614,2.028,0.732,1.082,1.48,17.008
P04123,,,,,,,,,,,,,,,,,,,,,
P04124,2.424,4.284,2.472,3.242,26.384,11.722,2.092,5.664,1.996,8.034,2.006,2.106,1.2,7.06,2.478,1.804,1.054,2.824,1.588,3.078,6.488
P04125,0.7,7.808,4.87,3.068,23.326,5.376,10.514,5.05,3.982,0.57,7.158,0.658,1.398,2.928,4.516,3.11,0.284,0.46,2.748,0.098,11.378
P04126,3.19,5.01,3.424,2.892,23.74,8.222,3.984,11.54,1.174,3.124,3.47,1.028,3.946,2.182,2.578,1.138,3.178,0.264,0.988,0.832,14.096
P04127,0.608,7.352,3.356,6.098,22.312,4.806,9.466,12.184,2.486,0.924,1.094,2.542,6.304,1.016,1.944,1.244,0.11,0.018,1.154,0.048,14.934
P04128,2.104,9.664,6.032,0.966,20.458,6.632,3.926,8.734,1.954,0.634,5.508,2.148,5.84,2.454,0.148,4.158,0.096,0.232,4.002,1.148,13.162
P04129,3.28,5.724,2.34,7.4,16.088,4.326,1.786,12.438,1.61,1.862,4.014,3.864,4.294,0.032,1.024,9.332,2.056,2.606,1.448,0.674,13.802
P04130,4.046,5.798,5.272,5.308,25.19,3.648,3.598,7.558,1.058,7.726,2.502,5.442,1.21,0.188,2.344,5.758,2.9,1.276,1.418,0.252,7.508
P04131,3.13,7.094,4.948,4.818,22.276,1.882,2.116,10.442,4.204,2.846,2.704,0.922,2.976,2.552,2.936,0.362,1.048,3.19,4.444,2.264,12.846
P04132,0.568,14.798,3.774,3.09,24.184,6.926,0.8,15.064,0.854,1.374,0.556,1.824,4.706,0.1,1.1,1.76,1.152,0.496,2.816,1.822,12.236
P04133,4.366,5.084,7.67,7.002,22.45,4.396,4.168,13.034,3.516,1.744,2.702,1.656,2.136,0.33,1.706,2.706,3.692,0.0,1.302,0.1,10.24
P04134,0.288,9.492,5.062,4.096,21.622,3.118,4.648,13.018,3.916,1.944,5.822,3.248,1.902,0.112,3.018,1.906,3.276,0.482,1.758,1.416,9.856
P04135,,,,,,,,,,,,,,,,,,,,,
P04136,1.332,3.432,5.66,6.518,14.058,6.802,2.034,10.296,3.456,2.764,3.804,3.522,7.094,1.79,3.284,4.28,0.058,4.082,2.76,1.56,11.414
P04137,2.598,11.9,4.678,5.71,14.754,11.126,6.066,12.12,1.472,2.558,2.108,4.396,1.598,2.078,2.036,0.866,4.47,0.912,1.074,0.604,6.876
P04138,5.496,11.974,3.502,9.202,8.99,7.486,1.25,10.72,1.692,0.772,2.03,2.044,4.344,0.308,4.468,6.05,1.544,0.252,4.002,1.39,12.484
P04139,1.428,8.372,10.07,5.9,19.834,10.378,2.602,7.892,0.986,4.444,1.332,0.222,1.258,0.762,3.884,3.016,5.584,0.09,0.998,0.266,10.682
P04140,1.168,7.708,5.296,6.162,28.022,8.584,3.612,6.656,1.142,1.194,2.4,2.306,0.126,1.874,0.486,2.498,3.064,1.032,1.336,0.504,14.83
P04141,5.558,7.694,2.51,7.404,20.78,12.098,3.372,8.252,2.738,0.244,1.05,8.148,1.852,0.438,3.094,2.572,1.44,0.378,3.89,1.72,4.768
P04142,2.394,18.732,5.518,3.226,10.132,11.21,3.184,9.074,0.274,0.264,2.77,1.174,2.652,0.936,2.476,3.902,1.914,0.044,2.036,0.098,17.99
P04143,,,,,,,,,,,,,,,,,,,,,
P04144,0.888,2.058,0.938,3.108,23.68,17.99,2.192,10.566,2.994,2.674,2.07,1.21,1.24,0.258,3.86,2.13,1.742,1.962,5.854,1.24,11.346
P04145,,,,,,,,,,,,,,,,,,,,,
P04146,7.2,4.48,4.37,9.39,12.134,10.248,6.034,7.946,7.3,1.05,6.842,0.41,4.004,0.196,1.366,2.206,3.208,0.508,0.294,1.508,9.306
P04147,4.406,10.264,3.94,8.128,15.968,5.734,4.666,10.178,1.45,0.618,3.036,3.308,3.654,0.144,1.182,1.602,3.172,0.784,1.564,0.266,15.936
P04148,0.82,18.31,5.972,8.2,15.234,7.322,8.092,6.978,2.088,0.296,4.694,1.092,3.366,0.704,0.56,2.226,2.434,0.946,0.25,0.236,10.18
P04149,1.032,13.182,3.844,6.07,22.644,4.592,1.742,5.882,1.19,0.936,4.128,1.414,3.438,0.012,2.42,4.268,2.69,0.138,1.682,2.54,16.156
P04150,7.656,11.84,8.644,3.042,13.344,4.454,5.894,4.382,0.458,4.56,4.97,1.89,4.316,0.148,1.248,2.038,2.614,1.256,0.8,0.97,15.476
P04151,1.658,6.142,2.896,5.44,19.462,10.174,4.07,7.462,5.372,2.526,6.586,5.996,5.78,0.63,1.078,1.312,1.328,1.938,4.01,0.872,5.268
P04152,3.4722,14.7829,4.8203,3.0222,21.8253,7.3084,8.1985,5.9664,4.7683,0.33,5.0663,3.8442,2.8182,0.496,3.3762,1.0401,1.0201,0.286,0.036,0.0,7.5225
P04153,2.05,5.134,0.35,5.72,20.174,4.944,3.244,6.86,9.612,2.382,2.63,8.69,1.574,1.912,2.726,7.548,0.802,0.242,3.228,1.85,8.328
P04154,0.87,5.998,0.916,1.864,20.752,7.838,3.616,13.914,5.832,7.074,5.658,3.116,3.584,3.022,0.692,2.704,1.106,0.904,3.446,0.662,6.432
P04155,7.238,6.218,5.498,5.24,13.884,6.962,9.218,7.044,3.554,0.358,7.872,1.404,1.178,3.69,0.188,4.442,0.298,1.118,0.81,1.57,12.216
P04156,1.792,3.12,2.746,5.672,14.242,8.106,3.398,6.328,2.326,4.508,3.54,1.826,3.494,6.806,2.432,2.008,5.612,2.542,8.356,0.294,10.852
P04157,4.068,7.294,2.598,2.922,6.596,9.43,3.278,11.942,4.348,7.314,1.398,5.09,1.112,3.83,2.322,4.578,0.608,1.068,3.152,2.958,14.094
P04158,2.246,4.55,1.4,3.684,28.176,9.544,1.532,8.482,3.992,0.786,4.046,1.002,1.05,2.362,2.024,1.286,0.924,1.012,4.864,2.53,14.508
P04159,,,,,,,,,,,,,,,,,,,,,
P04160,1.926,4.008,9.062,7.394,22.62,6.424,5.084,6.946,2.502,2.632,0.732,3.064,1.192,0.42,1.564,2.196,1.964,1.242,2.796,0.106,16.126
P04161,5.332,7.83,4.032,1.754,20.454,5.716,3.826,10.472,2.818,3.736,2.074,0.972,2.016,0.352,1.358,1.1,2.104,0.592,9.498,0.24,13.724
P04162,,,,,,,,,,,,,,,,,,,,,
P04163,3.59,8.722,3.756,6.994,6.506,9.208,2.768,15.642,2.572,1.716,2.664,1.78,3.99,0.256,5.99,2.484,1.922,0.376,5.398,0.794,12.872
P04164,0.58,15.018,3.612,5.37,10.338,19.512,3.632,10.28,1.104,0.614,3.716,6.162,3.198,1.172,1.56,1.768,0.806,0.056,1.566,0.292,9.644
P04165,2.574,11.53,5.292,7.44,17.418,3.37,0.592,15.974,4.252,0.122,1.9,2.01,3.188,0.756,0.562,4.324,0.786,0.096,0.53,0.792,16.492
P04166,,,,,,,,,,,,,,,,,,,,,
P04167,2.798,3.564,6.262,0.932,15.572,9.81,3.6,16.498,5.63,1.104,0.992,1.33,1.886,0.768,0.852,8.64,3.342,0.818,5.82,1.526,8.256
P04168,2.808,3.204,3.03,3.734,25.128,9.52,1.852,15.614,5.36,2.164,4.008,2.334,1.342,2.42,0.054,4.012,0.128,0.028,3.86,0.5,8.9
P04169,3.958,15.332,4.388,6.162,16.478,7.684,1.218,11.088,2.322,0.23,4.482,3.408,1.736,0.212,2.02,0.818,6.46,0.522,1.504,0.084,9.894
P04170,,,,,,,,,,,,,,,,,,,,,
P04171,2.726,8.244,2.71,9.816,23.404,11.334,4.914,7.426,1.908,5.018,1.518,3.876,1.568,0.938,1.342,0.916,1.05,2.436,0.976,0.778,7.102
P04172,3.9042,9.6744,10.6844,3.7001,19.6108,9.8924,6.9523,4.6082,1.5481,1.8541,2.7341,0.812,6.3343,0.032,1.5961,1.102,0.78,0.694,2.1661,0.0,11.3205
P04173,5.354,3.998,5.448,1.56,21.972,9.838,7.114,10.398,2.064,3.494,0.456,1.17,1.74,1.618,2.356,2.368,0.176,4.09,4.226,0.272,10.288
P04174,2.19,12.126,5.432,9.554,19.384,3.614,2.086,11.916,5.698,2.246,2.146,2.784,3.2,0.524,6.058,0.778,0.812,0.388,0.35,1.994,6.72
P04175,1.766,11.328,3.024,4.162,21.196,13.12,2.686,6.14,2.624,4.19,2.234,1.83,4.296,0.79,3.952,0.696,2.784,0.052,4.244,0.416,8.47
P04176,1.81,12.144,8.75,5.172,16.412,9.858,8.856,9.61,0.596,0.322,1.584,3.006,3.382,1.86,3.112,1.198,0.568,2.956,1.196,0.596,7.012
P04177,1.852,9.348,2.598,4.434,19.434,7.154,4.672,13.09,2.614,1.512,0.22,2.166,1.722,0.836,1.05,3.168,6.756,1.016,4.818,0.02,11.52
P04178,3.9,7.57,2.666,2.048,19.762,10.338,2.8,9.416,2.832,1.754,3.408,4.632,4.794,1.228,2.918,3.744,0.592,2.524,0.334,0.024,12.716
P04179,0.878,14.428,5.724,4.96,20.178,9.778,7.356,7.548,2.496,2.162,2.854,6.252,3.968,0.198,0.744,0.966,1.75,0.582,0.188,0.116,6.874
P04180,4.828,8.702,1.896,5.144,25.778,6.856,5.234,6.022,1.82,2.0,1.68,3.198,2.946,1.19,3.002,5.25,1.086,0.3,5.454,0.634,6.98
P04181,6.446,9.982,3.58,7.752,19.492,3.652,9.63,3.242,2.644,1.296,4.6,0.912,1.098,0.294,5.018,0.724,1.876,0.182,1.146,1.734,14.7
P04182,3.936,7.316,5.0,3.32,22.898,7.094,5.578,2.868,0.702,3.36,5.234,5.14,1.652,1.55,0.39,1.726,2.012,0.162,2.158,2.052,15.852
P04183,3.0841,13.7485,3.7782,1.5981,25.145,7.6983,1.6581,3.5661,1.17,5.6002,3.9422,3.7722,3.8502,0.014,1.8581,2.4161,2.2901,1.096,0.136,0.0,13.5785
P04184,1.768,5.294,5.476,7.074,27.374,4.008,2.358,9.324,2.902,0.048,6.548,2.294,2.244,0.758,0.856,0.746,1.31,0.108,2.326,2.32,14.864
P04185,2.746,12.008,4.96,11.236,12.356,5.492,7.942,12.5,0.156,3.52,2.86,4.24,2.252,0.718,4.034,2.878,0.624,1.01,1.852,0.116,6.5
P04186,4.332,8.754,7.278,5.864,23.258,8.354,5.858,7.078,2.264,0.136,3.376,3.22,3.764,0.028,1.598,1.482,4.99,0.134,2.338,0.092,5.802
P04187,,,,,,,,,,,,,,,,,,,,,
P04188,4.094,10.756,3.97,4.192,23.9,6.076,2.322,10.516,4.602,0.746,0.9,1.842,2.412,0.554,1.934,2.898,0.16,1.972,2.144,0.532,13.478
P04189,2.944,6.42,6.56,2.986,28.064,13.264,0.986,2.44,3.772,2.81,0.858,1.836,2.256,0.632,2.948,1.48,0.536,1.048,1.232,1.654,15.274
P04190,7.88,7.598,3.516,1.088,27.598,10.754,5.456,7.032,2.192,1.716,3.824,1.624,1.894,1.592,1.174,2.77,2.336,0.556,0.852,1.114,7.434
P04191,3.064,9.188,5.3,7.468,9.956,11.154,2.35,10.076,5.922,0.172,7.746,3.73,1.49,0.402,3.112,2.062,0.104,0.066,0.722,0.034,15.882
P04192,6.15,9.242,1.044,5.452,18.862,7.228,4.436,9.712,1.934,2.692,1.408,2.058,4.28,1.228,1.25,1.374,4.24,1.59,0.632,0.378,14.81
P04193,1.468,15.012,7.492,4.804,9.942,5.622,5.678,12.482,3.046,0.668,4.744,4.458,3.298,1.336,3.04,3.764,1.498,0.028,1.776,0.386,9.458
P04194,3.354,14.764,5.698,5.668,23.718,3.648,1.406,14.622,3.248,1.066,0.654,0.84,0.652,0.352,1.05,3.092,2.414,1.238,2.004,0.444,10.068
P04195,1.7841,9.2184,5.0982,8.1623,20.3788,9.5184,3.0561,7.0723,0.126,0.248,4.5902,3.5941,5.0202,0.264,2.6941,1.7681,2.9341,0.678,0.702,0.0,13.0925
P04196,0.208,4.506,0.844,3.378,37.44,4.192,2.164,15.686,1.88,2.944,1.206,1.234,2.318,4.256,0.45,1.01,0.718,2.13,1.11,2.456,9.87
P04197,2.174,5.286,2.554,11.536,23.084,8.244,1.38,7.904,6.348,0.576,2.144,1.52,1.846,1.086,0.748,2.09,0.226,2.868,2.316,3.422,12.648
P04198,1.85,6.05,9.128,8.066,19.986,4.316,5.012,9.58,0.634,0.094,6.622,1.33,4.596,0.958,2.172,2.748,4.51,0.092,3.278,1.736,7.242
P04199,4.36,18.284,12.288,5.04,12.672,2.778,2.224,9.05,3.222,0.112,0.772,1.146,2.72,1.376,5.246,1.16,0.882,0.01,4.402,1.016,11.24
P04200,5.8801,10.2082,9.1182,3.1161,15.8243,8.1442,0.894,8.8942,5.3841,2.5701,0.782,1.266,3.4901,2.31,1.964,0.818,3.7061,0.0,2.8061,0.214,12.6103
P04201,3.722,7.08,6.534,8.17,13.636,7.008,4.756,9.344,3.176,0.772,1.172,3.498,1.322,0.91,1.53,2.98,0.508,0.676,1.126,1.336,20.744
P04202,,,,,,,,,,,,,,,,,,,,,
P04203,3.996,2.718,7.002,9.054,23.392,3.604,6.542,10.3,3.314,4.146,1.93,2.112,1.948,0.292,0.826,1.78,1.506,0.422,6.586,0.482,8.048
P04204,0.23,4.136,7.462,4.268,29.92,1.156,1.446,9.46,4.986,1.172,1.756,4.404,1.22,1.884,0.56,1.388,0.0,0.014,3.704,2.538,18.296
P04205,6.628,7.122,2.224,5.276,24.608,6.954,5.098,7.45,2.268,1.454,4.528,1.92,0.522,0.688,3.342,2.512,0.954,2.328,0.826,0.16,13.138
P04206,4.128,10.528,6.272,8.702,19.648,9.77,2.444,7.856,2.78,3.558,2.018,3.968,1.09,0.872,0.256,1.766,1.266,2.486,2.958,0.03,7.604
P04207,,,,,,,,,,,,,,,,,,,,,
P04208,1.652,11.906,5.662,3.784,15.644,7.646,3.954,5.104,8.62,0.496,2.446,1.118,6.072,0.198,2.21,6.816,1.032,0.268,3.132,0.16,12.08
P04209,3.452,11.474,7.662,5.024,19.886,10.74,0.968,6.38,2.706,2.122,0.548,3.218,2.314,0.374,1.502,1.22,0.038,1.982,2.384,0.37,15.636
P04210,2.44,12.016,4.124,3.83,13.34,11.926,1.65,10.736,2.986,0.812,4.47,7.124,0.72,0.114,6.274,1.25,0.958,1.334,0.884,0.016,12.996
P04211,2.522,12.464,3.952,2.266,18.894,6.564,2.13,11.104,0.17,6.07,3.546,3.97,1.96,1.15,3.846,2.514,0.918,0.406,1.616,0.13,13.808
P04212,9.106,3.77,6.604,3.716,12.172,11.432,1.492,13.46,4.062,1.304,2.934,1.85,1.57,0.508,3.198,0.592,3.586,0.812,2.972,1.582,13.278
P04213,0.45,11.802,2.014,3.226,14.326,9.548,8.43,7.822,1.694,1.208,1.914,3.142,2.12,2.27,2.222,4.692,1.27,3.542,9.04,0.09,9.178
P04214,0.698,5.444,2.198,6.868,18.82,15.418,3.768,7.924,7.932,3.774,2.986,1.818,1.384,0.568,1.348,0.272,0.814,2.04,1.318,0.416,14.192
P04215,1.542,9.754,7.174,5.13,12.742,5.932,4.274,8.426,0.888,2.908,11.178,2.482,2.784,1.064,1.502,3.556,1.46,0.174,3.828,0.232,12.97
P04216,1.676,13.232,4.664,6.882,22.85,5.364,5.254,7.284,5.448,0.804,1.29,1.294,5.74,0.118,1.248,1.03,3.404,0.34,1.036,0.226,10.816
P04217,2.954,6.372,1.698,1.77,17.312,12.034,5.594,6.08,8.48,4.878,2.84,2.714,1.858,1.31,4.834,3.706,0.104,0.374,0.208,1.546,13.334
P04218,0.5,5.582,1.666,1.888,22.276,6.538,1.572,10.612,4.64,4.756,0.976,1.072,5.474,0.216,2.746,4.412,1.296,6.006,2.702,2.444,12.626
P04219,2.408,8.282,4.35,2.612,22.972,7.026,7.032,4.126,4.482,2.014,5.606,1.392,1.666,0.79,1.29,3.39,0.104,1.174,7.184,0.792,11.308
P04220,2.56,8.454,5.09,3.83,33.288,8.872,4.848,7.184,3.36,2.484,0.466,3.438,0.202,0.162,0.948,0.752,0.54,0.322,3.65,0.108,9.442
P04221,2.128,9.416,7.168,4.52,21.878,9.508,2.652,9.974,4.1,0.674,4.91,3.166,1.804,0.12,1.804,2.006,2.032,1.242,0.624,0.038,10.236
P04222,1.758,4.908,2.394,4.498,15.952,7.164,6.02,12.058,3.108,0.836,5.724,2.42,8.32,0.114,2.002,4.978,1.294,0.284,1.304,0.304,14.56
P04223,3.778,8.624,4.078,5.644,15.62,7.86,4.21,3.91,2.364,8.844,2.836,0.774,4.074,1.072,0.912,0.43,1.8,0.934,2.79,0.43,19.016
P04224,3.672,16.044,4.832,3.422,13.212,4.086,1.158,15.84,5.93,0.818,3.292,2.354,1.998,1.088,1.058,0.332,1.804,2.498,2.096,0.03,14.436
P04225,4.85,15.166,2.268,5.036,12.312,8.976,1.254,5.66,2.494,1.93,2.078,5.248,5.326,2.322,3.15,0.462,3.21,0.026,3.158,5.08,9.994
P04226,4.676,21.158,0.948,7.624,20.52,2.438,4.706,9.642,1.9,0.178,3.062,2.352,4.316,0.45,1.636,1.794,0.73,2.212,1.596,0.0,8.062
P04227,,,,,,,,,,,,,,,,,,,,,
P04228,2.234,11.968,3.386,6.648,10.5,8.648,3.992,11.43,5.654,1.072,2.256,3.372,3.778,1.678,3.91,4.834,1.066,1.048,0.21,2.352,9.964
P04229,2.138,5.802,4.318,3.874,23.458,2.912,6.796,16.026,4.684,4.202,2.32,0.606,1.242,3.662,2.414,2.678,1.012,2.806,1.17,3.304,4.576
P04230,3.9763,11.3249,0.9381,6.1225,21.6057,3.2623,2.9182,12.613,1.5741,1.7981,2.3002,2.7682,3.4443,1.1461,7.8406,2.5922,1.3661,0.6741,0.7081,0.0,11.0269
P04231,1.822,14.624,6.73,4.844,20.34,7.348,0.856,10.358,2.052,0.966,2.904,2.91,6.872,0.392,0.218,2.32,1.294,0.01,3.276,0.03,9.834
P04232,2.012,14.412,1.362,5.452,23.312,4.526,5.26,6.598,5.032,2.69,0.294,1.58,5.754,0.648,1.142,2.338,3.828,1.154,1.254,0.1,11.252
P04233,7.088,10.516,2.536,3.772,17.108,4.496,1.468,7.1,0.786,0.17,5.266,7.612,4.552,0.532,1.72,3.71,4.066,0.0,1.908,0.018,15.576
P04234,2.302,6.57,2.36,5.414,22.774,9.586,4.206,4.548,0.878,0.868,2.368,2.994,1.882,0.338,2.706,0.478,5.602,0.09,1.82,0.104,22.112
P04235,1.326,3.062,1.758,3.202,28.648,11.036,1.982,11.166,0.698,7.472,2.6,1.522,0.464,2.2,0.4,1.464,3.36,6.07,1.236,5.466,4.868
P04236,2.146,4.958,5.058,4.188,16.776,6.8,3.73,20.576,1.674,3.656,6.864,3.062,1.98,0.028,2.212,0.724,4.376,2.186,1.13,1.134,6.742
P04237,4.022,13.608,13.964,6.38,22.092,7.724,1.578,2.418,1.716,1.506,2.36,0.996,1.766,3.616,0.414,0.572,1.882,0.046,2.5,0.068,10.772
P04238,1.912,10.386,6.558,10.496,13.0,8.91,4.676,6.348,1.854,0.496,1.758,1.878,5.786,1.914,2.796,3.54,0.456,0.322,0.238,0.376,16.3
P04239,,,,,,,,,,,,,,,,,,,,,
P04240,1.406,3.82,2.636,4.356,14.304,8.988,1.59,11.14,2.63,9.872,2.388,5.578,3.142,0.886,2.742,1.388,1.484,6.442,3.318,0.366,11.524
P04241,1.186,11.632,3.506,7.148,16.958,11.504,4.026,10.824,3.41,3.022,3.226,1.408,2.124,0.52,0.55,2.868,2.75,0.262,2.602,0.142,10.332
P04242,2.848,4.454,2.376,4.404,26.606,4.454,1.264,8.486,7.99,3.986,3.626,2.1,3.36,2.122,0.558,2.178,3.206,1.712,4.67,1.63,7.97
P04243,,,,,,,,,,,,,,,,,,,,,
P04244,4.196,9.144,3.512,4.042,22.032,14.134,4.164,3.484,1.332,3.786,3.03,1.386,2.93,0.482,4.368,0.59,1.798,0.018,1.624,2.528,11.42
P04245,,,,,,,,,,,,,,,,,,,,,
P04246,4.0,9.116,4.29,2.41,18.814,13.444,3.292,12.35,2.906,3.556,0.866,0.898,3.086,0.774,2.12,2.754,0.264,1.712,0.422,0.54,12.386
P04247,2.536,11.922,5.744,5.532,16.582,8.416,3.432,9.916,6.354,7.282,2.268,0.392,1.004,1.118,0.25,0.512,2.054,0.38,0.222,0.632,13.452
P04248,4.474,12.648,4.292,9.576,16.648,5.124,1.482,7.87,5.028,2.006,8.822,1.086,0.592,0.684,1.25,2.192,0.966,0.706,2.486,0.074,11.994
P04249,3.202,19.814,3.27,4.662,22.408,11.886,2.012,8.036,2.382,2.544,1.74,3.458,1.224,0.758,1.912,2.632,1.694,0.906,0.97,0.176,4.314
